,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,Tenure_year,Years_x_Num_Sites,Log_Total_Purchase
281,Lisa Murray,46.0,10675.86,0,3.33,7.0,2014-06-12 22:07:07,"943 Briana Circles Lake Joseph, UT 22842-6913","Herring, Lee and Taylor",0,Mid,23.310000000000002,9.275834061794873
282,Jose Hoffman,43.0,10300.24,0,6.44,8.0,2008-06-15 13:51:40,"244 Johnson Court Lake Justin, MD 66889-8251",Rice PLC,0,Old,51.52,9.240019555321146
283,Regina Kirby,41.0,10921.54,0,5.07,3.0,2015-04-09 11:32:49,"310 Amy Underpass Suite 089 Lake Kevin, DC 23138-4553",Schaefer-Berry,0,Mid,15.21,9.29858382298414
284,Shawn Ramirez,42.0,10527.52,1,8.42,8.0,2008-03-02 02:07:40,"7873 Trevino Tunnel Angelamouth, AZ 84280","Gilbert, Bennett and Lindsey",0,Old,67.36,9.261843044442614
285,Ruben Thomas,44.0,8338.05,0,6.57,11.0,2008-02-15 18:36:24,"919 Bennett Gateway Russochester, SC 57606",Cohen-Rodriguez,0,Old,72.27000000000001,9.028704579991782
286,Austin Palmer,36.0,9593.71,0,3.98,6.0,2009-03-21 00:05:24,"85112 Raymond Ridge Suite 934 East Christinachester, CO 33248",Lynch-Davies,0,Mid,23.88,9.168967183910004
287,Anthony Hall,46.0,11537.69,1,6.37,7.0,2011-01-24 07:40:18,"0910 Bell Mount West Lindseyview, MS 35802",Kelly Group,0,Old,44.59,9.353461015420839
288,Richard Gardner,35.0,12936.64,1,3.73,6.0,2010-07-31 02:11:17,"617 Diane River Lake Jillianton, TX 91296-2338",Alexander-Reed,0,Mid,22.38,9.467896171205215
289,Destiny Morales,40.0,8815.24,0,5.63,9.0,2012-11-15 04:23:07,"108 Oscar Rapids Port Vanessa, KY 23348-6290","Martin, Flores and Graham",0,Mid,50.67,9.08435075425264
290,Brittany Murphy,42.0,12300.94,1,6.89,10.0,2007-06-19 09:53:56,"892 Elizabeth Mission Apt. 511 West Leslieville, WA 98000-6023","Schmidt, Johnston and Kaufman",0,Old,68.89999999999999,9.41751225250069
291,Tony Soto,35.0,11830.36,1,4.41,6.0,2006-01-10 16:57:42,"227 Jennifer Park Smithbury, TN 22659-9788",Nichols-Wade,0,Mid,26.46,9.378508912325929
292,Sharon Torres,36.0,14715.53,1,5.73,9.0,2014-01-31 00:05:00,"983 Carl Run Apt. 446 West Christina, NM 45895","Blanchard, Hawkins and Torres",0,Mid,51.57000000000001,9.59672663079766
293,Brenda Fuentes,44.0,9214.98,1,6.44,7.0,2016-04-03 14:24:53,"443 Shari Plains Apt. 479 Tiffanyside, TN 88122","Boyd, Jennings and Gutierrez",0,Old,45.080000000000005,9.128694212794429
294,Rodney Evans,49.0,8092.13,0,6.32,5.0,2011-10-22 19:12:36,"025 Ricky Ford East John, AS 71101-1423",Simmons Inc,0,Old,31.6,8.998770832631239
295,Robin Woods,41.0,12008.34,1,4.94,7.0,2009-12-24 12:36:10,"404 Joshua Estate Apt. 074 Jacobsonside, CT 88758-3164",Bright PLC,0,Mid,34.580000000000005,9.393439959359162
296,Jennifer Anderson,38.0,11803.58,1,6.97,6.0,2015-12-15 11:48:35,"521 Charles Lakes Lake Michaelland, NE 42708","Stewart, Sanchez and Valentine",0,Old,41.82,9.376242870741843
297,Tabitha Love,37.0,13498.28,1,7.06,9.0,2007-11-23 13:38:04,"8308 Rhodes Crest Apt. 745 Beckyfurt, KS 20974-1928",Stein PLC,0,Old,63.54,9.510391629670915
298,Diana Carroll,46.0,9601.95,0,5.9,9.0,2011-10-08 04:56:18,"3270 Barnes Station Suite 780 Lake Blake, TN 43554-9146",Rubio-Humphrey,0,Mid,53.1,9.16982562191818
299,Matthew Jacobs,54.0,13184.51,0,6.04,8.0,2013-03-20 17:57:42,"507 Harris Summit East Kevin, WY 06036-0197","Nichols, Carter and Goodman",0,Old,48.32,9.486873778357866
300,Rebecca Prince,36.0,4690.57,1,5.41,8.0,2012-01-25 00:45:38,"209 Daniel Springs Suite 388 Port Courtneybury, PW 27640-7474",Sandoval-Mcgrath,0,Mid,43.28,8.45352256021988
301,Eric Smith,37.0,11416.56,0,6.06,6.0,2006-03-04 04:29:08,"166 Julie Vista Apt. 132 Lake Sarahborough, HI 29875",Thomas-Curtis,0,Old,36.36,9.342907800136215
302,Jeffrey Hernandez,56.0,9940.54,1,6.57,7.0,2014-04-03 07:00:57,"2739 Jackson Mission Rojashaven, WI 86960",Thompson-Elliott,0,Old,45.99,9.204477217227737
303,William Newman,35.0,13680.25,1,5.79,9.0,2011-07-10 15:43:59,"3785 Duran Lodge Port Nicholashaven, MH 08892-1815",Williams-Charles,0,Mid,52.11,9.523781561271173
304,Ashley Smith,29.0,5900.78,1,5.56,8.0,2007-09-19 06:55:51,"663 White Tunnel Suite 995 Port Joseph, PR 93959-2444","Jones, Reyes and Cross",0,Mid,44.48,8.683009279308305
305,Sandra Mcintyre,36.0,10339.05,1,6.88,7.0,2010-02-08 09:34:35,"10676 Ferguson Ranch Suite 380 Lake Parker, OH 23498",Cowan Inc,0,Old,48.16,9.243779983640671
306,Robert Joseph,46.0,11538.57,1,7.93,10.0,2015-03-04 16:15:00,"95222 Lisa Turnpike South Laurenburgh, NC 33273-8443",Cortez Inc,0,Old,79.3,9.353537277669416
307,George Chavez,43.0,7178.92,1,5.32,8.0,2007-12-15 00:13:30,"63837 Jessica Valleys Apt. 645 East Jasmine, WV 26260-6871","Rodriguez, Moore and Cunningham",0,Mid,42.56,8.879043519918916
308,Joshua Walters,51.0,8840.51,0,2.7,7.0,2012-08-28 14:56:34,USS Mcdonald FPO AA 93590,Bennett Ltd,0,New,18.900000000000002,9.087212955524196
309,John Howard,47.0,14154.26,0,4.73,9.0,2012-08-19 15:56:39,"PSC 9026, Box 5801 APO AE 43474",Cantu Inc,0,Mid,42.57000000000001,9.55784156544513
310,Deborah Howell,42.0,10583.76,0,6.51,9.0,2006-08-18 05:47:20,"9609 Harper Dale New Danieltown, AR 80238-4616",Ortiz Ltd,0,Old,58.589999999999996,9.267170509717205
311,Terry Diaz,46.0,11401.63,0,6.13,5.0,2014-06-30 15:46:07,USNV Rose FPO AP 67907-1654,"Charles, Cruz and Marshall",0,Old,30.65,9.341599309529416
312,Roberto Gonzales,41.0,7495.6,1,6.57,8.0,2009-11-29 08:47:17,"13697 Hale Burgs Apt. 574 Jamesfort, UT 03958-6187",Davis and Sons,0,Old,52.56,8.922204863404447
313,Jesse Mitchell,36.0,8878.96,1,4.66,9.0,2016-06-24 08:32:37,"4563 Rebecca Rest Lisaville, GA 03268","Dunn, Hopkins and Adams",0,Mid,41.94,9.091552331471567
314,Linda Allen,37.0,11111.59,1,6.0,7.0,2013-01-11 00:22:56,"9111 Harris Throughway Roblesfurt, MA 91589",Butler-Alexander,0,Mid,42.0,9.31583397877699
315,Heather Hernandez,42.0,8519.64,0,3.99,8.0,2006-01-03 07:20:00,"6815 Andrea Isle Lindseyborough, OR 26077-2763","Carr, Esparza and Flores",0,Mid,31.92,9.050246734373085
316,Ryan Chapman,44.0,12361.42,1,3.7,10.0,2014-11-13 21:11:21,"PSC 3188, Box 1421 APO AA 49368-5290",Williams Ltd,0,Mid,37.0,9.422416504727016
317,Anthony Mooney,41.0,9014.9,1,4.45,7.0,2010-11-19 04:30:56,"9131 Russell Court Suite 160 South Michellefurt, PW 79597",Knight-Price,0,Mid,31.150000000000002,9.106744964265022
318,Timothy Henry,42.0,6081.5,0,3.73,8.0,2011-04-22 16:14:18,"73765 Crystal Terrace Apt. 641 Ramirezfort, GU 82626-0948","Norris, Chavez and Martinez",0,Mid,29.84,8.713171074657678
319,Vanessa Hayes,43.0,10944.65,1,2.62,9.0,2010-06-24 21:15:32,"820 Kristin Lock Suite 348 Emilyhaven, WI 45502-8866",Casey-Stevens,0,New,23.580000000000002,9.300697396041908
320,Timothy Jacobs,40.0,11764.35,1,5.54,9.0,2006-09-16 05:57:02,"835 Potter Field Apt. 413 Port Kristina, IL 58467",Lawson-Jones,0,Mid,49.86,9.37291404997523
321,Austin Melendez,44.0,12155.91,1,4.11,5.0,2009-07-30 18:11:19,"697 Mcdowell Pike Lake Phillip, LA 32009-7853","Carlson, Ramos and Johnson",0,Mid,20.55,9.405653011386168
322,Brittany Green,41.0,11971.75,1,5.38,7.0,2011-02-13 18:26:31,"1241 Wiley Motorway Prattchester, TN 32961-5246","Smith, Stein and Mueller",0,Mid,37.66,9.390388513184806
323,Michael Perry,41.0,14080.95,1,4.61,7.0,2015-09-06 20:51:48,Unit 2093 Box 1530 DPO AA 53596-7800,Stone PLC,0,Mid,32.27,9.552649114440763
324,Theresa Martinez,41.0,6204.86,1,6.08,8.0,2016-12-05 17:50:46,"21267 Nixon Coves Moorestad, NH 93322-8817",Howell-Valdez,0,Old,48.64,8.73324928593982
325,Jessica Gutierrez,39.0,4994.48,0,5.02,8.0,2016-07-29 12:56:50,"0347 Glenn Springs Kellyview, GU 58381-4038",Moreno-Sharp,0,Mid,40.16,8.516288782561816
326,James Franklin,36.0,11047.43,0,5.98,8.0,2006-11-04 05:00:15,"399 Herbert Key Port Thomas, PR 14265","Wright, Myers and Garcia",0,Mid,47.84,9.31004361540341
327,Julie Francis,40.0,12925.64,0,4.04,7.0,2013-03-16 06:25:16,"6656 Edward Manors Apt. 704 Flynnshire, GA 70372","Frank, Knox and Robinson",0,Mid,28.28,9.467045577207374
328,Marissa Nguyen,36.0,8233.25,1,4.35,7.0,2013-08-24 22:54:43,"8541 King Spur Suite 184 Aliciafurt, AZ 39457",Mueller LLC,0,Mid,30.449999999999996,9.016057563782951
329,Marie Bauer,39.0,9282.33,0,4.52,11.0,2009-08-04 21:56:15,"8923 Nunez Cove Apt. 302 New Allisonmouth, MP 01493",Bell-Kelly,0,Mid,49.72,9.13597559762083
330,Thomas Brown,46.0,13383.25,1,5.27,9.0,2010-06-04 23:18:17,"5098 Daniel Village Apt. 434 North Josephmouth, NJ 26103-2939",Brown-Estrada,0,Mid,47.42999999999999,9.501833921511935
331,Julie Moore,40.0,8911.91,0,6.99,10.0,2014-11-20 15:27:54,"67368 Karen Ford Suite 722 Gonzalezfort, MH 57379-8391",Huynh Inc,0,Old,69.9,9.095256066469505
332,Nicole Jacobson,41.0,8783.13,1,6.2,7.0,2009-08-10 16:00:31,"029 Bill Alley Apt. 087 West Kenneth, UT 32896","Hoffman, Leach and Smith",0,Old,43.4,9.0807019632755
333,John Davis,35.0,12654.35,0,1.66,7.0,2011-01-11 14:43:46,"88854 Sarah Lake Suite 435 Lake Steven, MD 39080",Gordon-Pruitt,0,New,11.62,9.445835329649324
334,Crystal Mccullough,40.0,6773.23,1,4.29,11.0,2006-10-17 12:23:47,"323 Adams Circles Andersonmouth, VI 05122-6749",Hall-Branch,0,Mid,47.19,8.820880986152362
335,Michael Patterson,31.0,9574.89,0,7.34,8.0,2009-01-27 11:02:57,"8392 Heather Camp Mackenziefurt, NE 44919-3028","Anderson, Brown and Montes",0,Old,58.72,9.167003760120872
336,Brianna White,45.0,9722.92,1,3.35,8.0,2006-07-01 19:04:44,"087 Kimberly Ridges Thomasbury, MA 73601",Alexander LLC,0,Mid,26.8,9.182344108335121
337,Austin Hays,41.0,9516.87,0,4.94,7.0,2008-06-15 03:31:07,"55004 Schmidt Fort Apt. 448 North Samanthaland, AR 63822",Austin Ltd,0,Mid,34.580000000000005,9.160926363256198
338,Tammy Kelley,38.0,6638.87,1,5.61,8.0,2014-07-20 09:42:45,"41822 Wright Loop Apt. 718 West Kendrabury, CO 10948-4798",Smith and Sons,0,Mid,44.88,8.800847663965568
339,Monique Delgado,30.0,10960.52,1,5.96,9.0,2007-04-03 02:41:15,"781 Cassie Flat Austinville, AS 10515-8328",Silva-Guerra,0,Mid,53.64,9.30214623701736
340,Timothy Mcdonald,52.0,11093.87,0,4.38,5.0,2016-09-30 14:28:53,"6685 Marie Unions Suite 385 West Kevinfort, MS 77092-9463",Smith-Hawkins,0,Mid,21.9,9.314238118308415
341,Donald Barrett,51.0,10323.07,1,7.03,9.0,2014-01-14 10:48:37,"107 Melissa Manors Suite 419 East Teresashire, ME 40421-3419",Zhang-Brown,0,Old,63.27,9.242233341133225
342,Darin Alexander,43.0,15858.91,1,4.51,8.0,2008-11-08 02:19:38,"82216 Garrison Coves Apt. 482 Heathertown, MS 60762",Anderson Group,0,Mid,36.08,9.671549820519523
343,Joseph Taylor,40.0,11309.18,0,4.91,7.0,2008-07-08 15:34:43,"170 Kenneth Flats South James, AL 78065",Robertson-Nelson,0,Mid,34.370000000000005,9.333458484102886
344,Catherine Martin,32.0,12142.99,0,5.01,7.0,2013-04-07 23:28:04,"75224 Powell Point Apt. 653 Lake Norma, AZ 05753",Lee Inc,0,Mid,35.07,9.404589676183162
345,Amber Carr,44.0,10965.95,1,4.11,8.0,2012-03-07 18:49:25,"95266 Mary Fort West Kennethmouth, WV 43523","Davis, Mccormick and Carson",0,Mid,32.88,9.302641483617874
346,Brenda Walls,51.0,10877.81,1,8.35,8.0,2006-10-05 04:40:16,"078 Nunez Haven Suite 032 East Bradley, SC 36621-1197","Jones, Black and Schneider",0,Old,66.8,9.294572139428052
347,Carol Young,38.0,7491.55,0,5.66,12.0,2015-07-28 21:21:12,"31037 Gregory Creek Brooksmouth, FL 10099",Dunn LLC,0,Mid,67.92,8.921664472508558
348,James Shah,47.0,9324.49,1,4.91,6.0,2007-11-28 21:26:52,"66256 Danielle Ford New Maureen, MS 47550","Wilson, Collins and Lee",0,Mid,29.46,9.140506790048365
349,Julie Mitchell,45.0,9034.21,0,6.89,9.0,2011-06-20 01:07:56,"8195 Alan Junctions Lake Angela, SC 48151-1612",Jenkins-Johnson,0,Old,62.01,9.108884445700323
350,Martha Green,54.0,11856.28,0,6.19,8.0,2014-03-14 17:28:59,USCGC Patrick FPO AP 72386,"Anderson, Webb and Gordon",0,Old,49.52,9.380697303921593
351,John Long,41.0,9191.02,1,5.89,9.0,2013-10-06 16:50:14,"3142 Michael Shores Apt. 648 Port Kyleview, MA 08135-5259","Hernandez, Peck and Martin",0,Mid,53.01,9.126090995331273
352,Ricky Stewart,41.0,10617.16,0,6.26,8.0,2006-04-28 11:11:54,"927 Joseph Lights Lake Anthonyborough, ID 34724","Sutton, Black and Tate",0,Old,50.08,9.270321021781262
353,Cassandra Proctor,49.0,11321.2,0,4.89,10.0,2006-07-03 00:11:21,"1780 Sherry Circle Ruizbury, WI 73815-9062","Smith, Moran and Gonzales",0,Mid,48.9,9.334520679164132
354,Kenneth James,41.0,15516.52,0,3.53,10.0,2016-07-01 07:31:58,Unit 7222 Box 4339 DPO AP 13281,Wright Group,0,Mid,35.3,9.649724987154386
355,Shawn Hughes,52.0,5647.92,0,5.08,8.0,2009-03-16 00:10:13,"89503 Hurley Wells Suite 603 Port Garrettmouth, MI 00879",Powell-Medina,0,Mid,40.64,8.639219655426434
356,Kim Adams,30.0,8677.28,1,7.31,7.0,2006-10-13 13:08:25,"766 Vanessa Villages West Michelle, VA 51730","Wiley, Macdonald and Lewis",0,Old,51.169999999999995,9.06857863133674
357,Katie Wagner,43.0,15423.03,1,2.41,7.0,2007-05-26 03:19:15,"4331 Tyler Fall Williamfurt, NC 10542-4839","Galloway, Thornton and Diaz",0,New,16.87,9.643681961869182
358,Joshua Cole,38.0,8097.01,0,4.32,7.0,2011-12-15 07:22:56,"65431 Elizabeth Rest Apt. 912 Lake Stephanie, SD 65477-1657",Miller LLC,0,Mid,30.240000000000002,8.999373631464152
359,Tony Mathews,47.0,9148.74,1,6.38,8.0,2012-03-26 06:23:51,"8471 Jason Spur Jasminemouth, AL 19070","Navarro, Williams and Escobar",0,Old,51.04,9.121480742565298
360,Andrew Kent,45.0,12374.97,0,4.66,7.0,2011-12-24 17:00:01,"79904 Jacobson Wells Apt. 852 Josephfort, NV 94414","Briggs, Cross and Norris",0,Mid,32.620000000000005,9.423511968203423
361,Nancy Riley,36.0,8646.72,0,6.33,8.0,2007-04-23 20:03:58,"65795 Shepard Flats New Sheila, NJ 22914-4957","Thompson, Mendez and Morales",0,Old,50.64,9.065050981366577
362,Dr. Tina Le,53.0,10338.09,1,5.07,7.0,2007-07-04 09:21:14,"94016 Hill Village Suite 984 New Kristyfort, TN 68508-8351",Steele LLC,0,Mid,35.49,9.243687136452568
363,Jonathan Brown,38.0,13019.89,1,6.65,8.0,2011-01-24 12:28:51,"073 Ryan Haven Suite 323 New Jonathan, DC 25812-0853",Munoz-Pearson,0,Old,53.2,9.474310269801178
364,Amy Baldwin,41.0,13743.42,0,3.92,9.0,2009-01-11 10:37:02,"596 Erica Route Apt. 258 New Janice, IN 57273",Morgan-Garcia,0,Mid,35.28,9.528388202546417
365,Gary Bryant,39.0,8646.2,0,2.94,9.0,2010-07-21 16:56:35,"636 John Road Suite 304 Morrisonshire, MN 04090-3035",Newman-Phillips,0,New,26.46,9.064990848101994
366,Jeffrey Thompson,42.0,6523.74,0,2.71,8.0,2013-06-06 03:51:01,"7280 Douglas River Apt. 701 Suzanneport, KS 56534","Peters, Rodriguez and Smith",0,New,21.68,8.783356384653697
367,Johnny Watts,56.0,8626.48,1,5.07,7.0,2011-06-13 05:25:22,"62761 Edwin Overpass Joshuabury, PA 98754-4095","Jacobs, Martinez and Bond",0,Mid,35.49,9.062707736800824
368,Stephanie Juarez,41.0,5191.08,0,6.29,7.0,2016-07-12 02:57:32,"026 Brown Springs Suite 306 Lindsayville, MD 06840","Gonzalez, Willis and Moody",0,Old,44.03,8.554889666585712
369,James Velazquez,38.0,7097.52,1,4.68,6.0,2009-11-08 09:43:19,"91449 Warren Land Hallberg, SD 39520-2416","Williams, Wilcox and Mitchell",0,Mid,28.08,8.867641590596314
370,Erin Hall,41.0,13277.82,0,4.84,9.0,2009-02-21 05:30:35,"43775 Michael Curve Apt. 937 South Patricia, MN 13454-1801",Lawson-Carter,0,Mid,43.56,9.493925563660861
371,Justin Campos,53.0,3263.0,1,2.77,9.0,2013-11-11 22:49:58,"3483 Davis Viaduct Guzmanmouth, RI 60858",Hall-Butler,0,New,24.93,8.090708716083997
372,Jessica Flores,52.0,14669.61,0,6.28,9.0,2012-08-30 14:53:07,"38975 Jennifer Harbor Apt. 491 West Cody, WA 38692-1960",Wright Ltd,0,Old,56.52,9.593601451731303
373,Richard Bell,47.0,13359.2,1,4.55,8.0,2016-07-29 08:39:49,"007 Davis Squares Flynnchester, SC 79849",Anderson Group,0,Mid,36.4,9.500035417038466
374,Betty Bowers,43.0,12078.39,1,6.06,6.0,2014-10-31 16:00:04,"79062 Henson Expressway Williamsview, PR 54326-7935",Davis Ltd,0,Old,36.36,9.399255973525063
375,Rebekah Burns,48.0,8513.75,1,8.24,10.0,2009-11-19 11:01:38,"81006 Armstrong Falls Suite 944 New Kellyborough, SD 34820-7157","Bruce, Craig and Fletcher",0,Old,82.4,9.049555232712752
376,James Rivas,38.0,9557.2,0,4.47,8.0,2007-10-01 07:29:46,"90866 Harmon Radial North Jennifermouth, MI 55389","Allen, Hernandez and Bryant",0,Mid,35.76,9.165154703798864
377,Robert Terry,44.0,6517.22,0,4.55,12.0,2010-04-23 00:50:01,"3480 Joseph Hollow South Stanley, ME 17014-2360",Cole-Hartman,0,Mid,54.599999999999994,8.782356611512771
378,Christian Mann,40.0,4762.81,1,5.12,10.0,2008-10-03 01:30:38,"53545 Susan Views Suite 594 New Pamela, OK 73980-0288",Gallagher-Foster,0,Mid,51.2,8.468803047228143
379,Christopher Yates,45.0,6452.83,1,4.41,6.0,2012-08-20 15:56:22,"PSC 7127, Box 3035 APO AP 88800-1111","Hernandez, Middleton and Brewer",0,Mid,26.46,8.77242903201089
380,Cynthia Daniels,31.0,8688.21,0,3.58,7.0,2007-06-09 18:15:23,"496 Klein Ports Quinnstad, NE 67656",Jackson-Terry,0,Mid,25.060000000000002,9.069837305036046
381,Kellie Ryan,32.0,12254.75,1,5.32,9.0,2014-05-26 11:13:57,"275 Patricia Hills Ronnieborough, AK 71437-9508","Reeves, Flores and Bauer",0,Mid,47.88,9.413750493600004
382,David Payne,39.0,5914.3,1,2.3,9.0,2008-03-30 06:50:39,"882 Schneider Inlet Paigeburgh, NJ 33304",Aguirre LLC,0,New,20.7,8.685297493638604
383,Henry Cook,45.0,11486.53,1,5.5,7.0,2009-08-12 00:18:10,"071 Michelle Green New Jasonview, AL 90525-9261","Newton, Shepard and Berg",0,Mid,38.5,9.349017378194809
384,Jamie Moore,51.0,6114.85,1,4.7,9.0,2013-10-11 01:54:40,"435 Hernandez Inlet Apt. 727 Josephfort, RI 51403",Herrera-Dodson,0,Mid,42.300000000000004,8.718639040914312
385,Kimberly Lewis,52.0,11828.78,0,5.95,10.0,2013-09-17 17:17:24,Unit 6752 Box 0928 DPO AA 53116-2490,Fischer-Garrison,0,Mid,59.5,9.378375360011683
386,Darren Chavez,35.0,10166.67,0,4.65,10.0,2009-11-17 17:45:03,"PSC 5667, Box 8312 APO AP 00654","Hatfield, Lane and Solomon",0,Mid,46.5,9.226968357582592
387,Andrea George,43.0,12691.45,0,4.45,11.0,2014-09-19 08:46:46,"9089 Jennifer Brooks Suite 571 New Lisa, WA 53342-5359","Johnson, Fields and Anderson",0,Mid,48.95,9.448762607479537
388,Luis Evans,45.0,9903.78,1,5.31,9.0,2009-05-19 07:17:00,"9273 Scott Springs Suite 665 Mcintyreland, DC 54306","Coffey, Lopez and Taylor",0,Mid,47.79,9.200772747881441
389,Jonathan Collier,46.0,10363.63,0,5.84,10.0,2016-10-08 20:11:33,Unit 2672 Box 5909 DPO AE 56165-8636,"Turner, Hodges and Turner",0,Mid,58.4,9.24615432717532
390,James Adkins,35.0,8475.8,0,3.37,11.0,2013-10-09 12:56:26,"2311 Henderson Centers Conniehaven, MP 16886-3947","Taylor, Reynolds and Hoffman",0,Mid,37.07,9.04508829907775
391,Tamara Keith,39.0,13091.92,1,4.74,9.0,2014-01-13 13:54:31,"82367 Austin Square Suite 115 New Cheyenne, UT 08356-0301",Mueller Ltd,0,Mid,42.660000000000004,9.4798269050739
392,Teresa Thompson,37.0,13036.52,1,3.83,6.0,2009-02-26 12:56:01,"762 Donald Field Suite 361 South Ronald, ME 08806","Snow, Martin and Fowler",0,Mid,22.98,9.475586633344285
393,Andrea Ortiz,40.0,9521.35,0,5.8,9.0,2009-12-01 14:37:14,"7645 Huff Lights Suite 209 Stephenmouth, GA 01888","Barron, Tapia and Black",0,Mid,52.199999999999996,9.16139694606277
394,Stefanie Miranda,37.0,5039.46,0,4.08,8.0,2007-12-09 16:27:24,"002 Gutierrez Mountains Hayesburgh, GU 73502-4691",Morrison-Pennington,0,Mid,32.64,8.525252626741846
395,Becky Cardenas,51.0,13762.79,0,7.52,9.0,2006-11-09 04:55:09,"9103 David Drives Wilsonport, PA 79287",Lewis LLC,0,Old,67.67999999999999,9.529796509608301
396,Maria Stanley,46.0,8941.92,1,5.43,9.0,2010-01-15 17:22:51,"17836 Julie Drives North Thomas, MI 27198","Conner, Munoz and Wilson",0,Mid,48.87,9.098617436762169
397,Judy Montes,32.0,12479.72,0,4.67,8.0,2015-03-20 02:09:45,"405 Amanda Junctions West Dustinshire, MH 84757-2573",Fischer PLC,0,Mid,37.36,9.431940332566974
398,Nicole Williams,41.0,9139.73,1,5.15,10.0,2011-08-21 01:38:14,"05077 Richard Lane Apt. 002 New Tracy, FM 56599-7849","Bautista, Strong and Campbell",0,Mid,51.5,9.120495529967831
399,Dalton Sexton,46.0,10406.58,0,7.24,11.0,2015-10-24 15:49:39,"91864 Tommy Manor Suite 933 East Tyrone, MN 86821","Hall, Taylor and Charles",0,Old,79.64,9.25028966580394
400,Michael Payne,44.0,11768.65,0,5.54,7.0,2006-06-03 00:42:56,"59672 Nash Cove Apt. 855 Jeremyshire, GU 93725",Campbell-Davenport,0,Mid,38.78,9.37327946319366
401,Keith Bowman,46.0,14664.0,0,6.54,8.0,2012-09-30 02:34:16,"36569 Richard Run Jacksonmouth, MN 02512",Garrett-Turner,0,Old,52.32,9.593218981411551
402,Jason Phillips,46.0,8418.81,1,7.19,6.0,2014-09-29 00:31:41,"8928 Benjamin Summit Suite 264 North Samanthabury, AR 01364-7776",Davis-Bass,0,Old,43.14,9.038342541661107
403,Christopher Daniels,34.0,6461.86,1,4.61,8.0,2008-10-15 13:31:12,"88563 Jeffery Manor North Mathew, OK 19970-2973",Schultz-Newman,0,Mid,36.88,8.773827223261295
404,Lindsey Moreno,39.0,14317.2,0,5.03,7.0,2014-02-12 15:56:37,"38769 Zachary Road Apt. 706 Port Michaelview, MA 73304-2019",Davies-Braun,0,Mid,35.21,9.569286734289918
405,James Evans,42.0,4492.44,1,6.43,9.0,2013-01-16 16:29:49,"17140 Andrea Motorway Apt. 798 Amychester, WV 88972-7283",Hughes Ltd,0,Old,57.87,8.41037383438883
406,Kristine Moreno,29.0,13240.01,1,4.58,6.0,2012-09-08 16:07:08,"541 Mills Rest Lake Cynthia, PR 71752",Garcia Ltd,0,Mid,27.48,9.49107411056944
407,Stefanie Whitaker,35.0,7814.68,1,5.99,9.0,2013-08-27 00:56:45,"7967 Waters Way Suite 678 New Ericport, HI 48528",King-Frye,0,Mid,53.910000000000004,8.96388725122635
408,Monica Todd,35.0,11255.38,0,6.28,4.0,2007-04-04 08:32:31,"104 Ruben Rapid Apt. 107 New Andrea, FM 58602",Peterson PLC,0,Old,25.12,9.328690357996942
409,Matthew Beck,49.0,13165.68,0,5.49,9.0,2010-10-02 17:43:27,"29322 Linda Via Martinside, IA 14495",Taylor-Cain,0,Mid,49.410000000000004,9.485444674878819
410,Donna Good,37.0,12713.9,0,9.15,8.0,2009-11-23 17:54:49,USNV Hill FPO AE 43418,"Alexander, Goodwin and Johnson",0,Old,73.2,9.450529813098592
411,Sarah Flores,40.0,11527.08,1,5.04,8.0,2007-11-17 09:06:40,USNV Morgan FPO AE 62096-4614,"Cervantes, Rice and Strickland",0,Mid,40.32,9.35254107728054
412,Joshua Kirby,54.0,8375.73,1,4.42,7.0,2007-10-24 03:45:18,"5079 Cole Circle New Patriciaton, CT 49306-7555",Moore-Johnson,0,Mid,30.939999999999998,9.033212902525387
413,Keith Robertson,41.0,11968.78,0,5.08,6.0,2010-11-21 12:52:01,"52601 Burns Lane West Courtney, TN 00410-3545",Spencer Group,0,Mid,30.48,9.39014041910158
414,Dustin Dodson,48.0,7761.2,0,7.02,9.0,2011-12-01 13:52:07,USNV Villanueva FPO AE 89160-6979,"Serrano, Moss and Bass",0,Old,63.17999999999999,8.95702107815191
415,Frances Jenkins,32.0,6367.22,1,2.84,10.0,2015-03-01 18:57:56,"80428 Harris Islands Ethanfurt, CT 42032-8161",Boyd-King,0,New,28.4,8.759075274666152
416,Deborah Meyer,44.0,7599.36,1,6.41,6.0,2008-10-01 11:48:03,"47051 Luna Mission North Susanchester, MH 55279-4332",Smith Group,0,Old,38.46,8.935950893573628
417,Latasha Schwartz,40.0,7642.2,0,5.04,9.0,2007-11-11 17:05:06,"90098 Lloyd Drive North Johnside, AR 39045-5361",Chambers-Wyatt,0,Mid,45.36,8.941571642635697
418,Ashley Jacobs,38.0,11621.67,1,6.11,9.0,2013-06-07 19:20:40,"018 Mark Centers Suite 973 Mckinneyland, VT 26361-8406",Williamson-Walker,0,Old,54.99,9.360712780259233
419,Michael Brown,47.0,9365.92,1,4.37,5.0,2013-10-06 21:51:47,"4972 Michael Village Suite 788 West Rachelstad, NH 04946-6243","Smith, Diaz and Warren",0,Mid,21.85,9.14493961255133
420,Darlene Cain,29.0,12711.15,0,5.74,7.0,2011-10-08 21:19:55,"33852 Susan Pine Apt. 606 Lake Spencer, KY 80977",Velasquez PLC,0,Mid,40.18,9.450313508021068
